ID,TARGET
2,0.378879219294
5,0.379667252302
6,0.371498942375
7,0.374202311039
9,0.370869874954
11,0.421943575144
12,0.380486488342
15,0.404793411493
16,0.375979542732
17,0.374577283859
19,0.376793622971
21,0.370869874954
22,0.374401986599
24,0.370869874954
27,0.374915391207
28,0.374273359776
30,0.397107899189
33,0.370869874954
35,0.370869874954
37,0.37475425005
38,0.377427041531
40,0.414262443781
41,0.381626904011
44,0.373864412308
46,0.397123605013
47,0.374166458845
48,0.371498942375
50,0.370869874954
52,0.411388516426
53,0.374202311039
55,0.374758899212
57,0.37118268013
58,0.373859405518
59,0.374677956104
62,0.37863984704
63,0.370869874954
64,0.378005802631
65,0.375522822142
67,0.373502850533
69,0.377033978701
70,0.370869874954
71,0.387631267309
72,0.37118268013
73,0.371173799038
76,0.373416483402
78,0.373338252306
79,0.374926865101
81,0.371173799038
85,0.370869874954
86,0.370869874954
89,0.37863984704
94,0.393480837345
96,0.370869874954
97,0.376778066158
98,0.370869874954
99,0.378815412521
100,0.420054942369
103,0.396820485592
104,0.371830463409
108,0.373610436916
110,0.371595710516
112,0.377211630344
114,0.380481868982
116,0.373844206333
117,0.373035699129
119,0.376200318336
120,0.374052345753
121,0.370858550072
123,0.375026166439
124,0.37863984704
126,0.370858550072
128,0.373502850533
129,0.383169651031
133,0.376291692257
138,0.37863984704
147,0.3772328794
149,0.380607366562
158,0.371498942375
160,0.370869874954
164,0.377528965473
167,0.376554965973
168,0.373741030693
174,0.370869874954
181,0.374274671078
185,0.378005802631
187,0.371819674969
189,0.373749911785
190,0.380701184273
194,0.3733471632
197,0.394453346729
198,0.374677956104
201,0.383169651031
205,0.374512672424
208,0.4035192132
211,0.370869874954
216,0.378341555595
219,0.381832301617
223,0.372199863195
224,0.397772103548
226,0.374677956104
229,0.374133974314
230,0.37475425005
237,0.37460309267
238,0.375123143196
240,0.380666732788
243,0.370869874954
245,0.396067738533
246,0.42512345314
247,0.37118268013
248,0.373867034912
249,0.370869874954
250,0.420388758183
251,0.370858550072
255,0.383410155773
256,0.376973807812
257,0.383169651031
260,0.411056816578
261,0.371173799038
263,0.419160068035
264,0.414007008076
267,0.374512672424
268,0.374311178923
272,0.37130984664
274,0.373619377613
275,0.371736615896
277,0.421605348587
278,0.435808330774
280,0.37377011776
281,0.374275296926
282,0.381142914295
283,0.371498942375
284,0.387119472027
286,0.375123143196
290,0.374575525522
291,0.37863984704
293,0.374758899212
295,0.375434458256
297,0.370858550072
298,0.395051240921
300,0.373416483402
304,0.374909281731
305,0.373477727175
308,0.370858550072
309,0.370869874954
310,0.372171759605
312,0.37863984704
313,0.412965148687
315,0.373700201511
317,0.375970602036
318,0.377515047789
321,0.376138240099
323,0.386959016323
325,0.373619377613
326,0.374677956104
327,0.371736615896
328,0.411176770926
329,0.373502850533
330,0.371595710516
331,0.374061852694
334,0.3803345263
335,0.373277068138
336,0.383169651031
337,0.37700009346
338,0.381639420986
339,0.374677956104
341,0.416625231504
343,0.382773190737
346,0.371498942375
348,0.370869874954
350,0.39447593689
351,0.371173799038
352,0.374677956104
357,0.378031998873
358,0.370869874954
360,0.371173799038
361,0.374677956104
364,0.374611139297
365,0.377620279789
366,0.375848531723
367,0.371498942375
368,0.371803492308
370,0.370869874954
372,0.37464338541
376,0.370858550072
377,0.371595710516
379,0.375790297985
380,0.374202311039
381,0.395837217569
385,0.370869874954
386,0.378005802631
389,0.378005802631
391,0.379212915897
392,0.370869874954
393,0.371498942375
395,0.375930845737
396,0.370869874954
397,0.37118268013
398,0.37497484684
399,0.378082752228
400,0.371736615896
401,0.373738288879
403,0.374512672424
405,0.377528965473
406,0.377427041531
409,0.374202311039
411,0.37475425005
413,0.37118268013
418,0.373348355293
419,0.374466061592
422,0.374677956104
424,0.414476692677
425,0.378037184477
427,0.370869874954
430,0.370858550072
431,0.374677956104
434,0.376917541027
435,0.378005802631
437,0.396129250526
438,0.371173799038
439,0.396949648857
442,0.370869874954
446,0.370869874954
450,0.37934166193
451,0.375853985548
452,0.375345468521
454,0.371173799038
455,0.37464338541
463,0.374948859215
464,0.371498942375
465,0.370869874954
467,0.407991558313
468,0.378358125687
470,0.374745368958
472,0.40370374918
473,0.374677956104
475,0.37346881628
476,0.370869874954
479,0.374677956104
481,0.373477727175
483,0.37863984704
484,0.377216249704
486,0.378882139921
487,0.370869874954
491,0.376793622971
494,0.370869874954
495,0.371173799038
497,0.374347627163
498,0.373571932316
499,0.370869874954
503,0.377475053072
504,0.374624282122
505,0.371736615896
506,0.375260740519
507,0.378515779972
508,0.397918999195
509,0.374758899212
510,0.3733471632
511,0.383446633816
512,0.380342423916
516,0.37118268013
518,0.378005802631
519,0.373619377613
520,0.374503731728
521,0.370869874954
522,0.373420208693
524,0.395178824663
525,0.373416483402
526,0.370869874954
528,0.374677956104
529,0.37593972683
531,0.383410155773
532,0.422568023205
534,0.382776916027
536,0.381477087736
539,0.382296204567
540,0.374403834343
541,0.370869874954
542,0.391626685858
545,0.375839620829
546,0.370869874954
552,0.377610355616
556,0.370858550072
557,0.370869874954
559,0.37441277504
562,0.373973846436
563,0.373901754618
565,0.377481430769
569,0.370858550072
570,0.383410155773
574,0.374611139297
575,0.371736615896
585,0.371498942375
589,0.373750925064
590,0.380657225847
592,0.374466061592
593,0.379040420055
594,0.373359084129
595,0.374466061592
597,0.37328594923
601,0.37118512392
603,0.370869874954
604,0.370858550072
605,0.37863984704
607,0.370869874954
608,0.373619377613
610,0.374677956104
612,0.396026134491
613,0.379667252302
615,0.371173799038
616,0.42082798481
617,0.376793622971
619,0.375839620829
620,0.408114820719
621,0.371498942375
624,0.374965906143
625,0.37328594923
628,0.370869874954
629,0.41319578886
630,0.378005802631
632,0.40214625001
634,0.371173799038
637,0.375912517309
638,0.374289393425
642,0.375614076853
643,0.37328594923
644,0.383572071791
646,0.370858550072
655,0.389829218388
660,0.374677956104
664,0.374745368958
665,0.382885247469
666,0.370869874954
670,0.397609055042
671,0.424106150866
672,0.373338252306
675,0.371595710516
676,0.378879219294
677,0.379849046469
678,0.372622728348
680,0.370869874954
683,0.408114820719
684,0.374546974897
685,0.378882139921
691,0.38775908947
693,0.371173799038
696,0.371173799038
698,0.371173799038
699,0.374677956104
700,0.373619377613
703,0.373868882656
704,0.374528169632
705,0.370869874954
707,0.418154716492
709,0.383169651031
711,0.41160184145
713,0.374677956104
716,0.370869874954
719,0.370869874954
721,0.370869874954
722,0.373610436916
723,0.374078899622
724,0.371276497841
727,0.37118268013
728,0.374202311039
729,0.370869874954
733,0.374202311039
736,0.37377011776
739,0.378879219294
742,0.421911746264
743,0.373713582754
744,0.3733471632
745,0.421911746264
747,0.375566601753
749,0.371830463409
750,0.373502850533
751,0.375169217587
752,0.37118268013
755,0.370858550072
756,0.371173799038
762,0.375735372305
763,0.380113959312
764,0.37475425005
765,0.376793622971
766,0.370869874954
769,0.374133974314
770,0.384101033211
773,0.371498942375
774,0.37863984704
776,0.375839620829
777,0.373502850533
778,0.37340760231
779,0.374868005514
780,0.370869874954
781,0.3751989007
786,0.378879219294
788,0.371498942375
794,0.375780284405
796,0.414798498154
801,0.403357297182
802,0.377004116774
803,0.373477727175
804,0.370869874954
805,0.370869874954
809,0.378511309624
810,0.396511673927
817,0.370869874954
819,0.378660857677
821,0.370869874954
824,0.420641392469
825,0.371498942375
826,0.411858439445
830,0.371276497841
831,0.375061005354
832,0.370869874954
833,0.374180495739
837,0.375209927559
839,0.370858550072
840,0.371173799038
841,0.37863984704
842,0.371703624725
843,0.37118268013
844,0.379146128893
845,0.370869874954
848,0.374403834343
853,0.376324683428
854,0.370858550072
855,0.370869874954
856,0.374507009983
861,0.37328594923
865,0.3772328794
866,0.370858550072
867,0.374171584845
870,0.371736615896
871,0.390472233295
872,0.374580323696
873,0.374677956104
874,0.377758979797
875,0.37346881628
876,0.37118268013
879,0.374677956104
880,0.370869874954
883,0.374133974314
884,0.373228371143
886,0.374171584845
890,0.370869874954
892,0.37910670042
893,0.378005802631
894,0.374372184277
895,0.375559538603
896,0.376793622971
897,0.370869874954
899,0.411601901054
900,0.371173799038
901,0.37328594923
902,0.420033872128
905,0.373380124569
912,0.377114146948
914,0.421604245901
915,0.381102502346
917,0.403181731701
918,0.370869874954
919,0.374283313751
921,0.373477727175
922,0.373749911785
923,0.371276497841
926,0.371173799038
929,0.371761828661
930,0.370869874954
931,0.380065321922
937,0.370869874954
938,0.373844206333
939,0.374624282122
941,0.37863984704
946,0.371173799038
947,0.375853568316
950,0.370858550072
951,0.370869874954
952,0.374546974897
953,0.374180495739
954,0.370858550072
955,0.374466061592
956,0.41266682744
957,0.379428207874
960,0.37863984704
963,0.421374559402
966,0.374775767326
969,0.377427041531
971,0.3733471632
972,0.370869874954
975,0.373855233192
980,0.37340760231
982,0.383572071791
983,0.371498942375
985,0.393326729536
987,0.373557657003
988,0.373429119587
991,0.370869874954
992,0.370858550072
995,0.414359509945
996,0.370869874954
998,0.370869874954
1001,0.414262443781
1002,0.371498942375
1004,0.374677956104
1005,0.374311178923
1010,0.370869874954
1011,0.370858550072
1012,0.370869874954
1013,0.37475425005
1014,0.371736615896
1015,0.3785392344
1016,0.370869874954
1022,0.37118268013
1023,0.37863984704
1024,0.370869874954
1025,0.374202311039
1026,0.403363198042
1028,0.37298515439
1029,0.373288094997
1032,0.396511673927
1034,0.373713582754
1036,0.374868005514
1037,0.37118268013
1039,0.389892071486
1042,0.374202311039
1045,0.377331793308
1046,0.375835776329
1050,0.3733471632
1052,0.376256197691
1055,0.374677956104
1057,0.373367995024
1058,0.370869874954
1060,0.370869874954
1062,0.370869874954
1063,0.379849046469
1064,0.375877976418
1065,0.374725461006
1066,0.371173799038
1067,0.41160184145
1068,0.37608987093
1070,0.394736647606
1072,0.374133974314
1077,0.420949459076
1078,0.370869874954
1079,0.370869874954
1081,0.37863984704
1082,0.419285684824
1093,0.374180495739
1094,0.379502773285
1102,0.373870283365
1103,0.385317325592
1106,0.371498942375
1107,0.421943575144
1112,0.37863984704
1113,0.370869874954
1114,0.375232100487
1116,0.373416483402
1118,0.393439114094
1120,0.374677956104
1121,0.37863984704
1128,0.374337255955
1130,0.388442575932
1132,0.370869874954
1135,0.37215000391
1138,0.397317886353
1139,0.370858550072
1141,0.374677956104
1143,0.414131462574
1146,0.402374982834
1148,0.374677956104
1149,0.374180495739
1151,0.370869874954
1152,0.374677956104
1153,0.370869874954
1155,0.37482753396
1157,0.371498942375
1160,0.375533819199
1161,0.371736615896
1162,0.378005802631
1164,0.379718542099
1168,0.374180495739
1169,0.370869874954
1174,0.411784738302
1176,0.371173799038
1177,0.420412421227
1178,0.375930845737
1180,0.378057509661
1181,0.378941297531
1182,0.389047265053
1185,0.370869874954
1190,0.371173799038
1194,0.370869874954
1196,0.382590174675
1199,0.374647378922
1200,0.375522822142
1201,0.370869874954
1202,0.378555327654
1206,0.428787887096
1207,0.37475425005
1208,0.370858550072
1212,0.374733090401
1216,0.370858550072
1219,0.378835618496
1221,0.370869874954
1222,0.370869874954
1225,0.373502850533
1227,0.374202311039
1230,0.378149271011
1231,0.374677956104
1232,0.374202311039
1233,0.370869874954
1234,0.389723777771
1235,0.375111103058
1236,0.3955052495
1237,0.377218991518
1238,0.377141058445
1239,0.373502850533
1240,0.377537935972
1241,0.370869874954
1244,0.381800085306
1245,0.377185851336
1247,0.374202311039
1250,0.374904364347
1251,0.370869874954
1257,0.370869874954
1259,0.370869874954
1266,0.394582390785
1267,0.423178821802
1268,0.373429119587
1270,0.422962605953
1272,0.373619377613
1273,0.408347398043
1276,0.378247916698
1278,0.370858550072
1279,0.382611036301
1283,0.375851780176
1284,0.374677956104
1286,0.371498942375
1289,0.375823974609
1290,0.371173799038
1292,0.373416483402
1293,0.378005802631
1294,0.424891024828
1296,0.382532596588
1298,0.370869874954
1299,0.396949648857
1301,0.37118268013
1304,0.377877444029
1306,0.374133974314
1308,0.383170306683
1310,0.375823974609
1311,0.370869874954
1312,0.377134561539
1315,0.370869874954
1318,0.382532596588
1319,0.371173799038
1320,0.370869874954
1323,0.371830463409
1324,0.373619377613
1325,0.375926226377
1326,0.373619377613
1329,0.418492734432
1331,0.383287370205
1332,0.378734707832
1335,0.370869874954
1336,0.419628530741
1338,0.37729716301
1340,0.395213633776
1342,0.370869874954
1345,0.370869874954
1347,0.370869874954
1349,0.374677956104
1350,0.386588573456
1351,0.371498942375
1354,0.373498558998
1355,0.378348559141
1356,0.374677956104
1359,0.375979542732
1361,0.435218632221
1362,0.417563468218
1363,0.408114820719
1365,0.373619377613
1366,0.375979542732
1367,0.377413600683
1368,0.370956927538
1369,0.371498942375
1370,0.37863984704
1371,0.373502850533
1372,0.410117030144
1374,0.371736615896
1375,0.39561265707
1376,0.377723962069
1379,0.374512672424
1380,0.374580323696
1383,0.374677956104
1387,0.380180984735
1388,0.391740828753
1389,0.37328594923
1390,0.376752823591
1394,0.37863984704
1396,0.414926290512
1397,0.407143652439
1399,0.37511408329
1400,0.374570906162
1402,0.395292758942
1403,0.38171595335
1404,0.389088183641
1405,0.3949406147
1407,0.375345468521
1409,0.370869874954
1413,0.370858550072
1415,0.377953767776
1416,0.376051127911
1418,0.370869874954
1422,0.370869874954
1423,0.371173799038
1425,0.373416483402
1428,0.374677956104
1429,0.373619377613
1430,0.374677956104
1431,0.389070272446
1432,0.370869874954
1434,0.371173799038
1435,0.370869874954
1436,0.434880882502
1438,0.370858550072
1443,0.380898207426
1445,0.374837100506
1446,0.382759124041
1453,0.373892009258
1456,0.373523294926
1458,0.375614076853
1459,0.371595710516
1460,0.377537935972
1461,0.416647046804
1462,0.418822169304
1463,0.374677956104
1466,0.414131462574
1467,0.37935012579
1469,0.383169651031
1470,0.371173799038
1471,0.408114820719
1473,0.371736615896
1476,0.371736615896
1477,0.375222712755
1481,0.374677956104
1482,0.374758899212
1485,0.399372398853
1486,0.419095039368
1490,0.375026166439
1491,0.408371567726
1493,0.370869874954
1494,0.383410155773
1500,0.373619377613
1504,0.374612033367
1506,0.370869874954
1509,0.373416483402
1512,0.37863984704
1514,0.392908096313
1518,0.374677956104
1520,0.370869874954
1522,0.400921940804
1525,0.408371567726
1526,0.389723777771
1529,0.420376569033
1530,0.382661879063
1532,0.370869874954
1533,0.375970602036
1537,0.377666413784
1542,0.377215206623
1544,0.377427041531
1545,0.419095039368
1546,0.408114820719
1549,0.388527333736
1551,0.370869874954
1552,0.370869874954
1555,0.374677956104
1556,0.370869874954
1558,0.414262443781
1560,0.370869874954
1561,0.379078686237
1562,0.370869874954
1563,0.371173799038
1566,0.371173799038
1568,0.376042187214
1570,0.374202311039
1575,0.396820485592
1577,0.374133974314
1579,0.370858550072
1581,0.374403834343
1582,0.379244804382
1585,0.376112520695
1586,0.371173799038
1587,0.37118268013
1593,0.377515047789
1597,0.407101154327
1599,0.376669377089
1608,0.370869874954
1609,0.374677956104
1612,0.374758899212
1615,0.370869874954
1616,0.377165675163
1618,0.375056624413
1619,0.370869874954
1624,0.370869874954
1625,0.380941033363
1627,0.370869874954
1628,0.419012546539
1635,0.370869874954
1636,0.395189553499
1637,0.374677956104
1640,0.374868005514
1642,0.376345455647
1645,0.3772328794
1647,0.370869874954
1648,0.418154716492
1650,0.37328594923
1651,0.379771858454
1653,0.370869874954
1654,0.371403753757
1655,0.373581975698
1656,0.377528965473
1657,0.399372398853
1659,0.405858129263
1661,0.39966031909
1662,0.375848531723
1663,0.3955052495
1664,0.37863984704
1671,0.374677956104
1673,0.374677956104
1674,0.373042553663
1678,0.370869874954
1680,0.374577283859
1682,0.37561917305
1687,0.37118268013
1689,0.371498942375
1690,0.374602258205
1691,0.374180495739
1692,0.379639685154
1696,0.371595710516
1701,0.378114581108
1702,0.377211630344
1705,0.374202311039
1707,0.379888951778
1711,0.374677956104
1714,0.377853691578
1715,0.40968388319
1716,0.380211144686
1717,0.371498942375
1719,0.370869874954
1723,0.370869874954
1725,0.37346881628
1726,0.428244680166
1728,0.370858550072
1730,0.373592793941
1731,0.371276497841
1736,0.373477727175
1742,0.421943575144
1745,0.383572071791
1747,0.412192344666
1749,0.375970602036
1750,0.382248461246
1751,0.371498942375
1752,0.375599235296
1753,0.388167262077
1754,0.370869874954
1758,0.419606804848
1759,0.376498967409
1760,0.374737739563
1761,0.374677956104
1763,0.374758899212
1765,0.38319671154
1767,0.379428207874
1768,0.370869874954
1769,0.371498942375
1774,0.37475425005
1775,0.383169651031
1776,0.370858550072
1777,0.374133974314
1779,0.379654169083
1780,0.370869874954
1783,0.370869874954
1784,0.37346881628
1785,0.37328594923
1789,0.374677956104
1790,0.382248461246
1792,0.374061852694
1793,0.379718542099
1795,0.370869874954
1796,0.373380124569
1798,0.378793388605
1802,0.37118268013
1803,0.378125607967
1805,0.373416483402
1806,0.376479178667
1809,0.37644636631
1810,0.370858550072
1812,0.375123143196
1813,0.379282653332
1814,0.383169651031
1815,0.382493585348
1817,0.376520216465
1818,0.374775439501
1819,0.375369906425
1820,0.373619377613
1821,0.40353757143
1823,0.383169651031
1826,0.375848531723
1827,0.374742001295
1829,0.418154716492
1831,0.371736615896
1833,0.378575116396
1834,0.373759835958
1837,0.377427041531
1838,0.370869874954
1839,0.370858550072
1840,0.378637731075
1841,0.374745368958
1842,0.374978274107
1844,0.372357934713
1845,0.374052941799
1846,0.370858550072
1847,0.370869874954
1850,0.370869874954
1851,0.378005802631
1852,0.370858550072
1860,0.378793388605
1862,0.37863984704
1864,0.411015450954
1865,0.370869874954
1866,0.376793622971
1867,0.37863984704
1870,0.374175608158
1871,0.374969244003
1872,0.374466061592
1873,0.370869874954
1874,0.399949848652
1876,0.374720752239
1878,0.378495067358
1879,0.408114820719
1884,0.375056624413
1885,0.37118268013
1888,0.37863984704
1893,0.376468300819
1897,0.378005802631
1901,0.371736615896
1902,0.370869874954
1903,0.370869874954
1905,0.379428207874
1907,0.370869874954
1908,0.421911746264
1919,0.413256824017
