8693964245073640147,1151391
5927333115845830913,898788
4348659952760821294,795995
628020936226491308,620659
3433289601737013244,373186
-2320783822570582843,295619
5729517255058371973,272353
3683147815759994238,265823
6284164581582112235,260639
8948670408023620661,254316
-3955212733485100109,246759
7348340405200054701,241397
3717049149426646122,232618
4244331088397413857,226472
-5720078949152207372,221899
7460082553072507347,221756
-6590029937880196169,220237
-538061441862183033,215628
33792862810792679,193287
9112463114311278255,192712
-653184325026622087,184246
-5472633337921616096,177964
-196592189248911642,176140
-6689096779184407258,172843
-7377004479023402858,171707
-8504475857937456387,170511
-5839858269967688123,164802
-5305696816021977482,152631
7167114343576723123,151790
4521626599305779338,146025
3358418900419361927,143822
6607018907660377991,140638
5516228268441717785,135999
-4532036554977283654,130241
-5368809411346728624,129541
7316250158002095415,128751
7350968644104485537,125297
6666573791573454434,122649
8557198901083791098,119508
-5924787280098922359,115676
-145658454112781034,114221
2689721421138748406,114158
7499170796297973860,113281
5099453940784075687,110144
-8022267440849930066,106067
6956699582426139508,102206
8026407831917254841,98897
6666573783032938001,97553
-6793861127573349654,97483
6666573792468194779,95961
-653184324994839917,95451
-6799509164833422300,94990
-1562373526021293187,93996
-1633887856876571208,93204
1088227414300337900,91579
-5301777493006977660,90788
-4950143259631681001,88813
1665047061121005617,86558
7140875290462183693,85326
-7415261454408512527,85311
2577600876485430729,85060
-3864848260969172656,84561
-6159006306231678365,82317
2353469805335273836,81310
-1633933922436094199,79653
8026408215240194585,78959
6965654211116534216,78544
-3507529970483852351,77782
-2917998150844653076,77287
-1633938282180439957,76634
-1200607960388315089,74008
-8678568584846099664,73976
-3710246521590349982,73564
487766649788038994,72066
4775896950989639373,71912
-1442117565864503182,71830
1000519352029378378,71419
2229153468836897886,71191
-974457023668610292,71093
4460014541697490352,68298
-7680145830980282919,67232
1001398498434380294,66994
-653184325010919369,66492
-7339430059748502738,65781
-1633912854767170738,65599
7378912078908392888,65477
3352730443702988322,64973
-6212537830788600605,64771
7971327257373737575,61176
9136721329817567486,60793
-2145434552412465677,60653
6868430133575209713,60469
5824972015480403938,60364
1081301425634924658,59920
5497109940653330488,59885
-6922429635537039162,59423
-8942695423876075857,59249
2460654806659045896,58255
-7164737313972860089,57472
8954391386601805277,57344
5190837081340518879,57253
5070413844955847732,57221
-3425831168385824047,55798
2761480706282992376,55428
-5617926790284095062,55082
-4927673987971080056,54485
8181328082200809725,54311
6236330376357924371,53780
7310940964635812162,53751
1883678791934985414,53512
-3938663771964020509,53055
-6212537329228224389,53049
415869968065565173,52695
-8764672938472212518,52601
-2637701113433273272,52491
7323585663628099255,52461
-3377762563562413489,52307
5521284031585796822,52127
8845251844360692488,51588
-5167126913085374292,51338
6666573790957269996,51136
-506173428906005275,50961
-1633873313139722876,50695
-2741012149416437677,50375
-6172775651801283024,50157
1886578604601590220,49954
-1633908186354644707,49949
-6344200655430756792,49842
8096758179979414311,49664
-1398439828760446650,49364
7324843852388795447,49163
-2633518405377083261,48664
6324195462354721428,48170
-3130816760729488660,47633
-2164614892727348989,47586
-6470868058642068725,47556
4307993802327364720,47444
6666573791286858743,46530
-6493194103110420302,46248
7326208988820182795,45742
701031210314548601,45683
-861266404539539653,45182
-4986139885405704,44917
6602285879264922467,44875
5195654633279707117,44649
429374175315151221,44392
3744849393231249922,44329
2437683973119497887,44084
-790047866881423788,43954
6924337203824723352,43661
5909705644131785817,43240
-6538188762242952077,43232
8024047519993119192,42999
3395900001236628213,42398
-9050100410106163077,42352
-3537151735276037866,42319
758012317456359902,42174
-1596342834117879984,41352
2705437723590691734,41092
5092210438051004004,40933
-5527142071361660829,40610
3722410295315095646,40188
-329259848532828564,39717
6666573794799464888,39483
-4867788435976563864,39034
8388878903852543656,39012
-5305692228635096563,38661
-8807740666788515175,38371
6989638496562408848,38368
-3690515741167825076,38222
-4119123268883159259,38122
6507914788758818830,38007
6666573790395438502,37891
1183530713303335378,36792
2323816594546570360,36508
-1073344577746533072,36373
6666573790390922930,36187
7324914609217160422,36064
-7633370358426043343,35908
-2339074173061010534,35622
5190837081306830787,35422
4743373741129926453,35305
-628177381309085483,35283
8483751493632839871,35253
2812966432357257780,35243
-4293874077503687006,35009
7536856914263861653,34937
-4449960277756022210,34742
6622131413909692192,34638
5786744307703945981,34560
3300011614713095954,34480
6324195578393301030,34199
-2893242005486245564,34063
-2573239141534432308,34059
-833597783765019987,33899
-4020518904248117295,33387
6223317103697015495,33212
-8669670269561971184,33054
-5305727755345208179,32989
-4533168039707605782,32817
3879845647105392250,32509
-4903991800006656153,32303
7875772580533910613,32225
-705153739697591811,31947
-5696330257194422214,31848
-8419415608372401979,31815
-1758857579862594461,31368
1346581380304309068,31359
-186202591447219461,31256
-4475974445183298125,30113
4915801350801294786,29921
7485582568214420000,29767
